Article.ID;geography;response;depth;scope;speed;settlement;actor;adaptation
6714291;North America;Ecosystem-based;low;medium;uncertain;rural;Government (sub-national);Implementing
6714291;North America;Ecosystem-based;low;medium;uncertain;rural;Government (sub-national);Coordinating interaction
6714291;North America;Institutional;low;medium;uncertain;rural;Government (national);Financing of measures
6714291;North America;Institutional;low;medium;uncertain;rural;Government (national);Awareness raising
6714291;North America;Institutional;low;medium;uncertain;rural;Government (national);Implementing
6714291;North America;Behavioural/cultural;low;medium;uncertain;rural;Government (national);Financing of measures
6714291;North America;Behavioural/cultural;low;medium;uncertain;rural;Government (national);Awareness raising
6714291;North America;Behavioural/cultural;low;medium;uncertain;rural;Government (national);Implementing
6714291;North America;Technological/infrastructural;low;medium;uncertain;rural;Government (national);Financing of measures
6714291;North America;Technological/infrastructural;low;medium;uncertain;rural;Government (national);Awareness raising
6714291;North America;Technological/infrastructural;low;medium;uncertain;rural;Government (national);Implementing
6714291;North America;Ecosystem-based;low;medium;uncertain;rural;Government (national);Financing of measures
6714291;North America;Ecosystem-based;low;medium;uncertain;rural;Government (national);Awareness raising
6714291;North America;Ecosystem-based;low;medium;uncertain;rural;Government (national);Implementing
6714292;Africa;Ecosystem-based;medium;low;low;rural;Individuals or households;Implementing
6714292;Africa;Technological/infrastructural;medium;low;low;rural;Individuals or households;Implementing
6714292;Africa;Behavioural/cultural;medium;low;low;rural;Individuals or households;Implementing
6714293;Asia;Behavioural/cultural;low;low;low;rural;Government (national);Financing of measures
6714293;Asia;Ecosystem-based;low;low;low;rural;Government (national);Financing of measures
6714293;Asia;Institutional;low;low;low;rural;Government (national);Financing of measures
6714293;Asia;Behavioural/cultural;low;low;low;rural;Individuals or households;Implementing
6714293;Asia;Behavioural/cultural;low;low;low;rural;Individuals or households;Financing of measures
6714293;Asia;Ecosystem-based;low;low;low;rural;Individuals or households;Implementing
6714293;Asia;Ecosystem-based;low;low;low;rural;Individuals or households;Financing of measures
6714293;Asia;Institutional;low;low;low;rural;Individuals or households;Implementing
6714293;Asia;Institutional;low;low;low;rural;Individuals or households;Financing of measures
6714294;Africa;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714294;Africa;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Implementing
6714294;Africa;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6714294;Africa;Behavioural/cultural;low;low;uncertain;rural;Government (national);Assessing
6714294;Africa;Ecosystem-based;low;low;uncertain;rural;Government (national);Assessing
6714294;Africa;Technological/infrastructural;low;low;uncertain;rural;Government (national);Assessing
6714294;Africa;Behavioural/cultural;low;low;uncertain;rural;Government (sub-national);Awareness raising
6714294;Africa;Ecosystem-based;low;low;uncertain;rural;Government (sub-national);Awareness raising
6714294;Africa;Technological/infrastructural;low;low;uncertain;rural;Government (sub-national);Awareness raising
6714296;Africa;Technological/infrastructural;low;low;uncertain;rural;Government (national);Awareness raising
6714296;Africa;Technological/infrastructural;low;low;uncertain;rural;Government (national);Planning
6714296;Africa;Ecosystem-based;low;low;uncertain;rural;Government (national);Awareness raising
6714296;Africa;Ecosystem-based;low;low;uncertain;rural;Government (national);Planning
6714296;Africa;Behavioural/cultural;low;low;uncertain;rural;Government (national);Awareness raising
6714296;Africa;Behavioural/cultural;low;low;uncertain;rural;Government (national);Planning
6714296;Africa;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6714296;Africa;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Implementing
6714296;Africa;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714298;Asia;Institutional;low;low;uncertain;ambiguous;Individuals or households;Implementing
6714298;Asia;Technological/infrastructural;low;low;uncertain;ambiguous;Individuals or households;Implementing
6714298;Asia;Institutional;low;low;uncertain;ambiguous;Government (national);Implementing
6714298;Asia;Institutional;low;low;uncertain;ambiguous;Government (national);Financing of measures
6714298;Asia;Technological/infrastructural;low;low;uncertain;ambiguous;Government (national);Implementing
6714298;Asia;Technological/infrastructural;low;low;uncertain;ambiguous;Government (national);Financing of measures
6714298;Asia;Institutional;low;low;uncertain;ambiguous;Private sector (SME);Implementing
6714298;Asia;Technological/infrastructural;low;low;uncertain;ambiguous;Private sector (SME);Implementing
6714298;Asia;Institutional;low;low;uncertain;ambiguous;Civil society (sub-national or local);Implementing
6714298;Asia;Technological/infrastructural;low;low;uncertain;ambiguous;Civil society (sub-national or local);Implementing
6714298;Asia;Institutional;low;low;uncertain;ambiguous;Government (local);Planning
6714298;Asia;Institutional;low;low;uncertain;ambiguous;Government (local);Implementing
6714298;Asia;Institutional;low;low;uncertain;ambiguous;Government (local);Financing of measures
6714298;Asia;Technological/infrastructural;low;low;uncertain;ambiguous;Government (local);Planning
6714298;Asia;Technological/infrastructural;low;low;uncertain;ambiguous;Government (local);Implementing
6714298;Asia;Technological/infrastructural;low;low;uncertain;ambiguous;Government (local);Financing of measures
6714300;Africa;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Implementing
6714300;Africa;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Implementing
6714300;Africa;Institutional;low;medium;uncertain;rural;Individuals or households;Implementing
6714300;Africa;Behavioural/cultural;low;medium;uncertain;rural;Private sector (SME);Planning
6714300;Africa;Behavioural/cultural;low;medium;uncertain;rural;Private sector (SME);Implementing
6714300;Africa;Technological/infrastructural;low;medium;uncertain;rural;Private sector (SME);Planning
6714300;Africa;Technological/infrastructural;low;medium;uncertain;rural;Private sector (SME);Implementing
6714300;Africa;Institutional;low;medium;uncertain;rural;Private sector (SME);Planning
6714300;Africa;Institutional;low;medium;uncertain;rural;Private sector (SME);Implementing
6714301;Asia;Institutional;low;medium;uncertain;unclear;Government (national);Planning
6714301;Asia;Institutional;low;medium;uncertain;unclear;Government (national);Implementing
6714301;Asia;Technological/infrastructural;low;medium;uncertain;unclear;Government (national);Planning
6714301;Asia;Technological/infrastructural;low;medium;uncertain;unclear;Government (national);Implementing
6714301;Asia;Ecosystem-based;low;medium;uncertain;unclear;Government (national);Planning
6714301;Asia;Ecosystem-based;low;medium;uncertain;unclear;Government (national);Implementing
6714301;Asia;Institutional;low;medium;uncertain;unclear;Government (local);Planning
6714301;Asia;Institutional;low;medium;uncertain;unclear;Government (local);Implementing
6714301;Asia;Technological/infrastructural;low;medium;uncertain;unclear;Government (local);Planning
6714301;Asia;Technological/infrastructural;low;medium;uncertain;unclear;Government (local);Implementing
6714301;Asia;Ecosystem-based;low;medium;uncertain;unclear;Government (local);Planning
6714301;Asia;Ecosystem-based;low;medium;uncertain;unclear;Government (local);Implementing
6714302;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Financing of measures
6714302;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714302;Asia;Behavioural/cultural;low;low;uncertain;rural;Private sector (SME);Financing of measures
6714302;Asia;Behavioural/cultural;low;low;uncertain;rural;Private sector (corporations);Financing of measures
6714303;Asia;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Implementing
6714303;Asia;Institutional;low;medium;uncertain;rural;Individuals or households;Implementing
6714303;Asia;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Implementing
6714303;Asia;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Implementing
6714305;Asia;Institutional;low;low;uncertain;rural;Individuals or households;Assessing
6714305;Asia;Institutional;low;low;uncertain;rural;Individuals or households;Planning
6714305;Asia;Institutional;low;low;uncertain;rural;Individuals or households;Implementing
6714305;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Assessing
6714305;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Planning
6714305;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714307;Africa;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Implementing
6714307;Africa;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Awareness raising
6714307;Africa;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6714307;Africa;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Awareness raising
6714307;Africa;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714307;Africa;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Awareness raising
6714309;Africa;Ecosystem-based;low;uncertain;uncertain;rural;Individuals or households;Implementing
6714309;Africa;Institutional;low;uncertain;uncertain;rural;Individuals or households;Implementing
6714309;Africa;Behavioural/cultural;low;uncertain;uncertain;rural;Individuals or households;Implementing
6714309;Africa;Ecosystem-based;low;uncertain;uncertain;rural;Academia;Coordinating interaction
6714309;Africa;Ecosystem-based;low;uncertain;uncertain;rural;Academia;Awareness raising
6714309;Africa;Institutional;low;uncertain;uncertain;rural;Academia;Coordinating interaction
6714309;Africa;Institutional;low;uncertain;uncertain;rural;Academia;Awareness raising
6714309;Africa;Behavioural/cultural;low;uncertain;uncertain;rural;Academia;Coordinating interaction
6714309;Africa;Behavioural/cultural;low;uncertain;uncertain;rural;Academia;Awareness raising
6714310;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714310;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Financing of measures
6714310;Asia;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6714310;Asia;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Financing of measures
6714310;Asia;Behavioural/cultural;low;low;uncertain;rural;Civil society (sub-national or local);Financing of measures
6714310;Asia;Behavioural/cultural;low;low;uncertain;rural;Civil society (sub-national or local);Implementing
6714310;Asia;Technological/infrastructural;low;low;uncertain;rural;Civil society (sub-national or local);Financing of measures
6714310;Asia;Technological/infrastructural;low;low;uncertain;rural;Civil society (sub-national or local);Implementing
6714311;Asia;Ecosystem-based;medium;low;medium;rural;Government (local);Financing of measures
6714311;Asia;Ecosystem-based;medium;low;medium;rural;Government (local);Monitoring and evaluating
6714311;Asia;Technological/infrastructural;medium;low;medium;rural;Government (local);Financing of measures
6714311;Asia;Technological/infrastructural;medium;low;medium;rural;Government (local);Monitoring and evaluating
6714311;Asia;Behavioural/cultural;medium;low;medium;rural;Government (local);Financing of measures
6714311;Asia;Behavioural/cultural;medium;low;medium;rural;Government (local);Monitoring and evaluating
6714311;Asia;Institutional;medium;low;medium;rural;Government (local);Financing of measures
6714311;Asia;Institutional;medium;low;medium;rural;Government (local);Monitoring and evaluating
6714311;Asia;Ecosystem-based;medium;low;medium;rural;Government (national);Planning
6714311;Asia;Ecosystem-based;medium;low;medium;rural;Government (national);Financing of measures
6714311;Asia;Ecosystem-based;medium;low;medium;rural;Government (national);Monitoring and evaluating
6714311;Asia;Technological/infrastructural;medium;low;medium;rural;Government (national);Planning
6714311;Asia;Technological/infrastructural;medium;low;medium;rural;Government (national);Financing of measures
6714311;Asia;Technological/infrastructural;medium;low;medium;rural;Government (national);Monitoring and evaluating
6714311;Asia;Behavioural/cultural;medium;low;medium;rural;Government (national);Planning
6714311;Asia;Behavioural/cultural;medium;low;medium;rural;Government (national);Financing of measures
6714311;Asia;Behavioural/cultural;medium;low;medium;rural;Government (national);Monitoring and evaluating
6714311;Asia;Institutional;medium;low;medium;rural;Government (national);Planning
6714311;Asia;Institutional;medium;low;medium;rural;Government (national);Financing of measures
6714311;Asia;Institutional;medium;low;medium;rural;Government (national);Monitoring and evaluating
6714311;Asia;Ecosystem-based;medium;low;medium;rural;Individuals or households;Planning
6714311;Asia;Ecosystem-based;medium;low;medium;rural;Individuals or households;Financing of measures
6714311;Asia;Ecosystem-based;medium;low;medium;rural;Individuals or households;Implementing
6714311;Asia;Technological/infrastructural;medium;low;medium;rural;Individuals or households;Planning
6714311;Asia;Technological/infrastructural;medium;low;medium;rural;Individuals or households;Financing of measures
6714311;Asia;Technological/infrastructural;medium;low;medium;rural;Individuals or households;Implementing
6714311;Asia;Behavioural/cultural;medium;low;medium;rural;Individuals or households;Planning
6714311;Asia;Behavioural/cultural;medium;low;medium;rural;Individuals or households;Financing of measures
6714311;Asia;Behavioural/cultural;medium;low;medium;rural;Individuals or households;Implementing
6714311;Asia;Institutional;medium;low;medium;rural;Individuals or households;Planning
6714311;Asia;Institutional;medium;low;medium;rural;Individuals or households;Financing of measures
6714311;Asia;Institutional;medium;low;medium;rural;Individuals or households;Implementing
6714312;Asia;Ecosystem-based;low;medium;low;rural;Individuals or households;Implementing
6714312;Asia;Ecosystem-based;low;medium;low;rural;Individuals or households;Assessing
6714312;Asia;Technological/infrastructural;low;medium;low;rural;Individuals or households;Implementing
6714312;Asia;Technological/infrastructural;low;medium;low;rural;Individuals or households;Assessing
6714312;Asia;Behavioural/cultural;low;medium;low;rural;Individuals or households;Implementing
6714312;Asia;Behavioural/cultural;low;medium;low;rural;Individuals or households;Assessing
6714312;Asia;Ecosystem-based;low;medium;low;rural;Government (national);Implementing
6714312;Asia;Technological/infrastructural;low;medium;low;rural;Government (national);Implementing
6714312;Asia;Behavioural/cultural;low;medium;low;rural;Government (national);Implementing
6714312;Asia;Ecosystem-based;low;medium;low;rural;Civil society (international/multinational/national);Financing of measures
6714312;Asia;Technological/infrastructural;low;medium;low;rural;Civil society (international/multinational/national);Financing of measures
6714312;Asia;Behavioural/cultural;low;medium;low;rural;Civil society (international/multinational/national);Financing of measures
6714312;Asia;Ecosystem-based;low;medium;low;rural;Academia;Monitoring and evaluating
6714312;Asia;Technological/infrastructural;low;medium;low;rural;Academia;Monitoring and evaluating
6714312;Asia;Behavioural/cultural;low;medium;low;rural;Academia;Monitoring and evaluating
6714314;Africa;Ecosystem-based;medium;medium;low;rural;Individuals or households;Implementing
6714316;Asia;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Implementing
6714316;Asia;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Financing of measures
6714316;Asia;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Implementing
6714316;Asia;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Financing of measures
6714316;Asia;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Implementing
6714316;Asia;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Financing of measures
6714316;Asia;Ecosystem-based;low;medium;uncertain;rural;Government (national);Awareness raising
6714316;Asia;Ecosystem-based;low;medium;uncertain;rural;Government (national);Financing of measures
6714316;Asia;Technological/infrastructural;low;medium;uncertain;rural;Government (national);Awareness raising
6714316;Asia;Technological/infrastructural;low;medium;uncertain;rural;Government (national);Financing of measures
6714316;Asia;Behavioural/cultural;low;medium;uncertain;rural;Government (national);Awareness raising
6714316;Asia;Behavioural/cultural;low;medium;uncertain;rural;Government (national);Financing of measures
6714316;Asia;Ecosystem-based;low;medium;uncertain;rural;Private sector (SME);Financing of measures
6714316;Asia;Technological/infrastructural;low;medium;uncertain;rural;Private sector (SME);Financing of measures
6714316;Asia;Behavioural/cultural;low;medium;uncertain;rural;Private sector (SME);Financing of measures
6714318;Asia;Ecosystem-based;low;medium;low;rural;Government (national);Coordinating interaction
6714318;Asia;Ecosystem-based;low;medium;low;rural;Government (national);Awareness raising
6714318;Asia;Institutional;low;medium;low;rural;Government (national);Coordinating interaction
6714318;Asia;Institutional;low;medium;low;rural;Government (national);Awareness raising
6714318;Asia;Behavioural/cultural;low;medium;low;rural;Government (national);Coordinating interaction
6714318;Asia;Behavioural/cultural;low;medium;low;rural;Government (national);Awareness raising
6714318;Asia;Ecosystem-based;low;medium;low;rural;Individuals or households;Implementing
6714318;Asia;Institutional;low;medium;low;rural;Individuals or households;Implementing
6714318;Asia;Behavioural/cultural;low;medium;low;rural;Individuals or households;Implementing
6714319;Asia;Behavioural/cultural;low;low;high;rural;Individuals or households;Financing of measures
6714319;Asia;Behavioural/cultural;low;low;high;rural;Individuals or households;Implementing
6714319;Asia;Institutional;low;low;high;rural;Individuals or households;Financing of measures
6714319;Asia;Institutional;low;low;high;rural;Individuals or households;Implementing
6714320;Asia;Behavioural/cultural;low;low;uncertain;rural;Government (national);Financing of measures
6714320;Asia;Behavioural/cultural;low;low;uncertain;rural;Government (national);Planning
6714320;Asia;Behavioural/cultural;low;low;uncertain;rural;Government (national);Implementing
6714320;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714321;Africa;Behavioural/cultural;uncertain;uncertain;uncertain;rural;Individuals or households;Implementing
6714322;North America;Technological/infrastructural;low;low;low;rural;Private sector (SME);Implementing
6714322;North America;Technological/infrastructural;low;low;low;rural;Private sector (SME);Financing of measures
6714322;North America;Behavioural/cultural;low;low;low;rural;Private sector (SME);Implementing
6714322;North America;Behavioural/cultural;low;low;low;rural;Private sector (SME);Financing of measures
6714322;North America;Ecosystem-based;low;low;low;rural;Private sector (SME);Implementing
6714322;North America;Ecosystem-based;low;low;low;rural;Private sector (SME);Financing of measures
6714322;North America;Technological/infrastructural;low;low;low;rural;Individuals or households;Implementing
6714322;North America;Technological/infrastructural;low;low;low;rural;Individuals or households;Financing of measures
6714322;North America;Technological/infrastructural;low;low;low;rural;Individuals or households;Planning
6714322;North America;Behavioural/cultural;low;low;low;rural;Individuals or households;Implementing
6714322;North America;Behavioural/cultural;low;low;low;rural;Individuals or households;Financing of measures
6714322;North America;Behavioural/cultural;low;low;low;rural;Individuals or households;Planning
6714322;North America;Ecosystem-based;low;low;low;rural;Individuals or households;Implementing
6714322;North America;Ecosystem-based;low;low;low;rural;Individuals or households;Financing of measures
6714322;North America;Ecosystem-based;low;low;low;rural;Individuals or households;Planning
6714324;North America;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6714324;North America;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Implementing
6714327;Africa;Technological/infrastructural;medium;low;uncertain;urban;International or multinational governance institutions;Financing of measures
6714327;Africa;Technological/infrastructural;medium;low;uncertain;urban;Individuals or households;Implementing
6714327;Africa;Technological/infrastructural;medium;low;uncertain;urban;Civil society (sub-national or local);Awareness raising
6714327;Africa;Technological/infrastructural;medium;low;uncertain;urban;Civil society (sub-national or local);Implementing
6714327;Africa;Technological/infrastructural;medium;low;uncertain;urban;Academia;Planning
6714329;Africa;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Implementing
6714329;Africa;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Implementing
6714329;Africa;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Implementing
6714329;Africa;Technological/infrastructural;low;medium;uncertain;rural;Private sector (SME);Implementing
6714329;Africa;Behavioural/cultural;low;medium;uncertain;rural;Private sector (SME);Implementing
6714329;Africa;Ecosystem-based;low;medium;uncertain;rural;Private sector (SME);Implementing
6714330;Africa;Ecosystem-based;medium;low;low;rural;Individuals or households;Implementing
6714330;Africa;Ecosystem-based;medium;low;low;rural;Individuals or households;Financing of measures
6714330;Africa;Institutional;medium;low;low;rural;Individuals or households;Implementing
6714330;Africa;Institutional;medium;low;low;rural;Individuals or households;Financing of measures
6714330;Africa;Technological/infrastructural;medium;low;low;rural;Individuals or households;Implementing
6714330;Africa;Technological/infrastructural;medium;low;low;rural;Individuals or households;Financing of measures
6714330;Africa;Ecosystem-based;medium;low;low;rural;Private sector (SME);Implementing
6714330;Africa;Institutional;medium;low;low;rural;Private sector (SME);Implementing
6714330;Africa;Technological/infrastructural;medium;low;low;rural;Private sector (SME);Implementing
6714331;Asia;Behavioural/cultural;low;uncertain;uncertain;rural;Individuals or households;Implementing
6714331;Asia;Institutional;low;uncertain;uncertain;rural;Individuals or households;Implementing
6714331;Asia;Ecosystem-based;low;uncertain;uncertain;rural;Individuals or households;Implementing
6714331;Asia;Behavioural/cultural;low;uncertain;uncertain;rural;Government (national);Awareness raising
6714331;Asia;Behavioural/cultural;low;uncertain;uncertain;rural;Government (national);Implementing
6714331;Asia;Institutional;low;uncertain;uncertain;rural;Government (national);Awareness raising
6714331;Asia;Institutional;low;uncertain;uncertain;rural;Government (national);Implementing
6714331;Asia;Ecosystem-based;low;uncertain;uncertain;rural;Government (national);Awareness raising
6714331;Asia;Ecosystem-based;low;uncertain;uncertain;rural;Government (national);Implementing
6714331;Asia;Behavioural/cultural;low;uncertain;uncertain;rural;Government (local);Awareness raising
6714331;Asia;Institutional;low;uncertain;uncertain;rural;Government (local);Awareness raising
6714331;Asia;Ecosystem-based;low;uncertain;uncertain;rural;Government (local);Awareness raising
6714332;Africa;Ecosystem-based;uncertain;low;medium;rural;Government (national);Implementing
6714332;Africa;Behavioural/cultural;uncertain;low;medium;rural;Government (national);Implementing
6714332;Africa;Ecosystem-based;uncertain;low;medium;rural;Individuals or households;Implementing
6714332;Africa;Ecosystem-based;uncertain;low;medium;rural;Individuals or households;Coordinating interaction
6714332;Africa;Behavioural/cultural;uncertain;low;medium;rural;Individuals or households;Implementing
6714332;Africa;Behavioural/cultural;uncertain;low;medium;rural;Individuals or households;Coordinating interaction
6714332;Africa;Ecosystem-based;uncertain;low;medium;rural;Civil society (international/multinational/national);Implementing
6714332;Africa;Ecosystem-based;uncertain;low;medium;rural;Civil society (international/multinational/national);Financing of measures
6714332;Africa;Behavioural/cultural;uncertain;low;medium;rural;Civil society (international/multinational/national);Implementing
6714332;Africa;Behavioural/cultural;uncertain;low;medium;rural;Civil society (international/multinational/national);Financing of measures
6714336;Asia;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Assessing
6714336;Asia;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Planning
6714336;Asia;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Implementing
6714336;Asia;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Assessing
6714336;Asia;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Planning
6714336;Asia;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Implementing
6714336;Asia;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Assessing
6714336;Asia;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Planning
6714336;Asia;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Implementing
6714337;Africa;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Implementing
6714337;Africa;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Planning
6714337;Africa;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714337;Africa;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Planning
6714337;Africa;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6714337;Africa;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Planning
6714338;Asia;Behavioural/cultural;medium;medium;uncertain;rural;Individuals or households;Implementing
6714338;Asia;Behavioural/cultural;medium;medium;uncertain;rural;Individuals or households;Assessing
6714338;Asia;Institutional;medium;medium;uncertain;rural;Individuals or households;Implementing
6714338;Asia;Institutional;medium;medium;uncertain;rural;Individuals or households;Assessing
6714340;Africa;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Awareness raising
6714340;Africa;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Planning
6714340;Africa;Behavioural/cultural;low;medium;uncertain;rural;Individuals or households;Implementing
6714340;Africa;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Awareness raising
6714340;Africa;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Planning
6714340;Africa;Ecosystem-based;low;medium;uncertain;rural;Individuals or households;Implementing
6714340;Africa;Institutional;low;medium;uncertain;rural;Individuals or households;Awareness raising
6714340;Africa;Institutional;low;medium;uncertain;rural;Individuals or households;Planning
6714340;Africa;Institutional;low;medium;uncertain;rural;Individuals or households;Implementing
6714340;Africa;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Awareness raising
6714340;Africa;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Planning
6714340;Africa;Technological/infrastructural;low;medium;uncertain;rural;Individuals or households;Implementing
6714341;Asia;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Implementing
6714341;Asia;Technological/infrastructural;low;low;uncertain;rural;Individuals or households;Planning
6714341;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Implementing
6714341;Asia;Behavioural/cultural;low;low;uncertain;rural;Individuals or households;Planning
6714341;Asia;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Implementing
6714341;Asia;Ecosystem-based;low;low;uncertain;rural;Individuals or households;Planning
6714342;Asia;Technological/infrastructural;low;medium;low;rural;Individuals or households;Implementing
6714342;Asia;Technological/infrastructural;low;medium;low;rural;Individuals or households;Planning
6714342;Asia;Ecosystem-based;low;medium;low;rural;Individuals or households;Implementing
6714342;Asia;Ecosystem-based;low;medium;low;rural;Individuals or households;Planning
6714342;Asia;Behavioural/cultural;low;medium;low;rural;Individuals or households;Implementing
6714342;Asia;Behavioural/cultural;low;medium;low;rural;Individuals or households;Planning
6714344;Asia;Institutional;low;medium;low;rural;Individuals or households;Implementing
6714344;Asia;Institutional;low;medium;low;rural;Individuals or households;Coordinating interaction
6714344;Asia;Technological/infrastructural;low;medium;low;rural;Individuals or households;Implementing
6714344;Asia;Technological/infrastructural;low;medium;low;rural;Individuals or households;Coordinating interaction
6714344;Asia;Ecosystem-based;low;medium;low;rural;Individuals or households;Implementing
6714344;Asia;Ecosystem-based;low;medium;low;rural;Individuals or households;Coordinating interaction
6714344;Asia;Behavioural/cultural;low;medium;low;rural;Individuals or households;Implementing
6714344;Asia;Behavioural/cultural;low;medium;low;rural;Individuals or households;Coordinating interaction
6714344;Asia;Institutional;low;medium;low;rural;Government (local);Implementing
6714344;Asia;Institutional;low;medium;low;rural;Government (local);Coordinating interaction
6714344;Asia;Institutional;low;medium;low;rural;Government (local);Awareness raising
6714344;Asia;Technological/infrastructural;low;medium;low;rural;Government (local);Implementing
6714344;Asia;Technological/infrastructural;low;medium;low;rural;Government (local);Coordinating interaction
6714344;Asia;Technological/infrastructural;low;medium;low;rural;Government (local);Awareness raising
6714344;Asia;Ecosystem-based;low;medium;low;rural;Government (local);Implementing
6714344;Asia;Ecosystem-based;low;medium;low;rural;Government (local);Coordinating interaction
6714344;Asia;Ecosystem-based;low;medium;low;rural;Government (local);Awareness raising
6714344;Asia;Behavioural/cultural;low;medium;low;rural;Government (local);Implementing
6714344;Asia;Behavioural/cultural;low;medium;low;rural;Government (local);Coordinating interaction
6714344;Asia;Behavioural/cultural;low;medium;low;rural;Government (local);Awareness raising
6714344;Asia;Institutional;low;medium;low;rural;Government (sub-national);Planning
6714344;Asia;Institutional;low;medium;low;rural;Government (sub-national);Monitoring and evaluating
6714344;Asia;Technological/infrastructural;low;medium;low;rural;Government (sub-national);Planning
6714344;Asia;Technological/infrastructural;low;medium;low;rural;Government (sub-national);Monitoring and evaluating
6714344;Asia;Ecosystem-based;low;medium;low;rural;Government (sub-national);Planning
6714344;Asia;Ecosystem-based;low;medium;low;rural;Government (sub-national);Monitoring and evaluating
6714344;Asia;Behavioural/cultural;low;medium;low;rural;Government (sub-national);Planning
6714344;Asia;Behavioural/cultural;low;medium;low;rural;Government (sub-national);Monitoring and evaluating
6714344;Asia;Institutional;low;medium;low;rural;International or multinational governance institutions;Coordinating interaction
6714344;Asia;Institutional;low;medium;low;rural;International or multinational governance institutions;Financing of measures
6714344;Asia;Institutional;low;medium;low;rural;International or multinational governance institutions;Awareness raising
6714344;Asia;Technological/infrastructural;low;medium;low;rural;International or multinational governance institutions;Coordinating interaction
6714344;Asia;Technological/infrastructural;low;medium;low;rural;International or multinational governance institutions;Financing of measures
6714344;Asia;Technological/infrastructural;low;medium;low;rural;International or multinational governance institutions;Awareness raising
6714344;Asia;Ecosystem-based;low;medium;low;rural;International or multinational governance institutions;Coordinating interaction
6714344;Asia;Ecosystem-based;low;medium;low;rural;International or multinational governance institutions;Financing of measures
6714344;Asia;Ecosystem-based;low;medium;low;rural;International or multinational governance institutions;Awareness raising
